"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","KRW","Won","6","Millions",,,197712300,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","KRW","Won","6","Millions",,,238877200,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","KRW","Won","6","Millions",,,273267400,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","KRW","Won","6","Millions",,,310073700,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","KRW","Won","6","Millions",,,366054200,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","KRW","Won","6","Millions",,,428927100,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","KRW","Won","6","Millions",,,481140800,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","KRW","Won","6","Millions",,,530347100,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","KRW","Won","6","Millions",,,524476800,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","KRW","Won","6","Millions",,,576872800,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","KRW","Won","6","Millions",,,635184600,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","KRW","Won","6","Millions",,,688164900,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","KRW","Won","6","Millions",,,761938900,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","KRW","Won","6","Millions",,,810915300,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","KRW","Won","6","Millions",,,876033100,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","KRW","Won","6","Millions",,,919797300,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","KRW","Won","6","Millions",,,966054600,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","KRW","Won","6","Millions",,,1043257800,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","KRW","Won","6","Millions",,,1104492200,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","KRW","Won","6","Millions",,,1151707800,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","KRW","Won","6","Millions",,,1265308000,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","KRW","Won","6","Millions",,,1332681000,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","KRW","Won","6","Millions",,,1377456700,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","KRW","Won","6","Millions",,,1429445400,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","KRW","Won","6","Millions",,,1486079300,,
"KOR","Korea","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","KRW","Won","6","Millions",,,1558591600,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","NZD","New Zealand Dollar","6","Millions",,,76128,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","NZD","New Zealand Dollar","6","Millions",,,75967,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","NZD","New Zealand Dollar","6","Millions",,,78334,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","NZD","New Zealand Dollar","6","Millions",,,84574,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","NZD","New Zealand Dollar","6","Millions",,,90601,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","NZD","New Zealand Dollar","6","Millions",,,96236,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","NZD","New Zealand Dollar","6","Millions",,,101101,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","NZD","New Zealand Dollar","6","Millions",,,104814,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","NZD","New Zealand Dollar","6","Millions",,,106825,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","NZD","New Zealand Dollar","6","Millions",,,113227,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","NZD","New Zealand Dollar","6","Millions",,,119839,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","NZD","New Zealand Dollar","6","Millions",,,128712,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","NZD","New Zealand Dollar","6","Millions",,,135182,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","NZD","New Zealand Dollar","6","Millions",,,144502,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","NZD","New Zealand Dollar","6","Millions",,,154559,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","NZD","New Zealand Dollar","6","Millions",,,162936,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","NZD","New Zealand Dollar","6","Millions",,,172109,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","NZD","New Zealand Dollar","6","Millions",,,186844,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","NZD","New Zealand Dollar","6","Millions",,,189616,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","NZD","New Zealand Dollar","6","Millions",,,194249,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","NZD","New Zealand Dollar","6","Millions",,,203430,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","NZD","New Zealand Dollar","6","Millions",,,213240,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","NZD","New Zealand Dollar","6","Millions",,,217996,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","PLN","Zloty","6","Millions",,,62678.8608,"E","Estimated value"
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","PLN","Zloty","6","Millions",,,90485.6405,"E","Estimated value"
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","PLN","Zloty","6","Millions",,,128590.8338,"E","Estimated value"
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","PLN","Zloty","6","Millions",,,174274.8229,"E","Estimated value"
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","PLN","Zloty","6","Millions",,,251822.8679,"E","Estimated value"
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","PLN","Zloty","6","Millions",,,344683,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","PLN","Zloty","6","Millions",,,431222,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","PLN","Zloty","6","Millions",,,521795,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","PLN","Zloty","6","Millions",,,606069,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","PLN","Zloty","6","Millions",,,673287,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","PLN","Zloty","6","Millions",,,747032,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","PLN","Zloty","6","Millions",,,779975,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","PLN","Zloty","6","Millions",,,810617,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","PLN","Zloty","6","Millions",,,845930,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","PLN","Zloty","6","Millions",,,927306,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","PLN","Zloty","6","Millions",,,984919,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","PLN","Zloty","6","Millions",,,1065209,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","PLN","Zloty","6","Millions",,,1186773,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","PLN","Zloty","6","Millions",,,1277322,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","PLN","Zloty","6","Millions",,,1361850,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","PLN","Zloty","6","Millions",,,1445060,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","PLN","Zloty","6","Millions",,,1566557,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","PLN","Zloty","6","Millions",,,1628992,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","PLN","Zloty","6","Millions",,,1656341,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","PLN","Zloty","6","Millions",,,1719146,,
"POL","Poland","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","PLN","Zloty","6","Millions",,,1789696,,
"ESP","Spain","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,327803.025,"E","Estimated value"
"ESP","Spain","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,359461.2864,"E","Estimated value"
"ESP","Spain","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,387148.2318,"E","Estimated value"
"ESP","Spain","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,400539.4886,"E","Estimated value"
"ESP","Spain","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,425995.7819,"E","Estimated value"
