"ID","SectorBranchesSIC2008","Periods","OutputBasicPrices_1","IntermediateConsumption_2","GrossValueAddedBasicPrices_3","OutputBasicPrices_4","IntermediateConsumption_5","GrossValueAddedBasicPrices_6","OutputBasicPrices_7","IntermediateConsumption_8","GrossValueAddedBasicPrices_9","OutputBasicPrices_10","IntermediateConsumption_11","GrossValueAddedBasicPrices_12","Total_13","WagesAndSalaries_14","EmployersSocialContributions_15","Gross_16","ConsumptionOfFixedCapital_17","Net_18","TaxesLessSubsidies_19","OtherTaxesOnProduction_20","OtherSubsidiesOnProduction_21","GrossValueAddedBasicPrices_22"
2025,"900011","2004JJ00",11177,4059,7118,12308,4446,7857,1.7,3.5,0.7,90.8,91.3,90.6,4242,3346,896,3016,455,2561,-140,20,160,7118
2026,"900011","2005JJ00",11427,4192,7235,12531,4505,8021,1.8,1.3,2.1,91.2,93.1,90.2,4286,3421,865,3075,469,2606,-126,24,150,7235
2027,"900011","2006JJ00",12130,4446,7684,13226,4721,8501,5.5,4.8,6,91.7,94.2,90.4,4500,3621,879,3302,482,2820,-118,29,147,7684
2028,"900011","2007JJ00",12876,4710,8166,13704,4880,8821,3.6,3.4,3.8,94,96.5,92.6,4825,3877,948,3461,500,2961,-120,28,148,8166
2029,"900011","2008JJ00",13804,5012,8792,14306,5066,9237,4.4,3.8,4.7,96.5,98.9,95.2,5203,4150,1053,3706,519,3187,-117,37,154,8792
2030,"900011","2009JJ00",13936,4866,9070,14101,4924,9177,-1.4,-2.8,-0.7,98.8,98.8,98.8,5276,4248,1028,3922,537,3385,-128,46,174,9070
2031,"900011","2010JJ00",13882,4835,9047,13882,4835,9047,-1.5,-1.8,-1.4,100,100,100,5388,4302,1086,3780,549,3231,-121,46,167,9047
2032,"900011","2011JJ00",14314,4983,9331,14100,4883,9217,1.6,1,1.9,101.5,102,101.2,5476,4360,1116,3954,547,3407,-99,48,147,9331
2033,"900011","2012JJ00",14492,5110,9382,14075,4953,9122,-0.2,1.4,-1,103,103.2,102.8,5647,4461,1186,3802,558,3244,-67,45,112,9382
2034,"900011","2013JJ00",15118,5276,9842,14487,5077,9410,2.9,2.5,3.2,104.4,103.9,104.6,5762,4542,1220,4145,568,3577,-65,32,97,9842
2035,"900011","2014JJ00",15489,5390,10099,14693,5182,9510,1.4,2.1,1.1,105.4,104,106.2,5782,4523,1259,4348,571,3777,-31,31,62,10099
2036,"900011","2015JJ00",16206,5627,10579,15161,5382,9780,3.2,3.8,2.8,106.9,104.6,108.2,5979,4721,1258,4641,NA,NA,-41,27,68,10579
2037,"414300","1995JJ00",604,153,451,792,186,606,NA,NA,NA,76.3,82.1,74.4,442,379,63,11,43,-32,-2,3,5,451
2038,"414300","1996JJ00",696,171,525,901,208,694,13.7,11.8,14.4,77.3,82.1,75.7,476,411,65,58,45,13,-9,3,12,525
2039,"414300","1997JJ00",727,184,543,928,216,714,3,3.5,2.9,78.3,85.4,76.1,489,424,65,73,48,25,-19,2,21,543
2040,"414300","1998JJ00",795,203,592,989,235,754,6.6,9.2,5.7,80.4,86.2,78.5,551,437,114,65,52,13,-24,4,28,592
2041,"414300","1999JJ00",868,230,638,1060,266,794,7.2,12.8,5.2,81.9,86.6,80.4,603,480,123,67,56,11,-32,3,35,638
2042,"414300","2000JJ00",972,260,712,1166,292,873,10,10,10,83.3,89,81.5,680,535,145,66,61,5,-34,3,37,712
2043,"414300","2001JJ00",1095,267,828,1248,297,952,7,1.5,9,87.7,90,87,692,553,139,173,66,107,-37,3,40,828
2044,"414300","2002JJ00",1388,338,1050,1531,363,1168,22.6,22.5,22.7,90.7,93,89.9,843,668,175,246,71,175,-39,3,42,1050
2045,"414300","2003JJ00",1423,342,1081,1535,358,1178,0.3,-1.5,0.9,92.7,95.5,91.8,885,700,185,231,74,157,-35,3,38,1081
2046,"414300","2004JJ00",1370,339,1031,1453,354,1100,-5.3,-1.2,-6.7,94.3,95.8,93.8,899,711,188,170,76,94,-38,3,41,1031
2047,"414300","2005JJ00",1470,361,1109,1545,379,1167,6.4,7.1,6.1,95.1,95.3,95.1,948,756,192,198,79,119,-37,3,40,1109
2048,"414300","2006JJ00",1622,407,1215,1721,427,1294,11.4,12.7,10.9,94.2,95.3,93.9,1005,810,195,247,82,165,-37,4,41,1215
2049,"414300","2007JJ00",1730,423,1307,1799,443,1356,4.5,3.7,4.8,96.2,95.5,96.4,1071,863,208,272,86,186,-36,4,40,1307
2050,"414300","2008JJ00",1877,459,1418,1936,470,1466,7.6,6.1,8.1,97,97.7,96.7,1174,940,234,281,90,191,-37,4,41,1418
2051,"414300","2009JJ00",1895,465,1430,1920,472,1448,-0.8,0.4,-1.2,98.7,98.5,98.7,1198,965,233,269,92,177,-37,6,43,1430
2052,"414300","2010JJ00",1900,467,1433,1900,467,1433,-1.1,-1.1,-1,100,100,100,1200,957,243,266,94,172,-33,6,39,1433
2053,"414300","2011JJ00",1943,468,1475,1929,462,1467,1.5,-1.1,2.4,100.7,101.3,100.5,1203,954,249,302,96,206,-30,6,36,1475
2054,"414300","2012JJ00",1984,503,1481,1944,491,1453,0.8,6.2,-0.9,102.1,102.5,101.9,1240,977,263,262,100,162,-21,6,27,1481
2055,"414300","2013JJ00",1921,471,1450,1856,456,1399,-4.5,-7,-3.7,103.5,103.2,103.6,1206,950,256,260,104,156,-16,6,22,1450
2056,"414300","2014JJ00",1975,501,1474,1897,488,1410,2.2,6.8,0.8,104.1,102.8,104.6,1144,893,251,337,105,232,-7,5,12,1474
2057,"414300","2015JJ00",2050,516,1534,1951,504,1447,2.8,3.4,2.6,105.1,102.4,106,1169,924,245,370,NA,NA,-5,5,10,1534
2058,"415000","1995JJ00",3480,978,2502,5123,1324,3822,NA,NA,NA,67.9,73.8,65.5,1523,1283,240,980,122,858,-1,5,6,2502
2059,"415000","1996JJ00",3790,1106,2684,5463,1476,4004,6.6,11.5,4.8,69.4,74.9,67,1589,1359,230,1110,124,986,-15,4,19,2684
2060,"415000","1997JJ00",4191,1234,2957,5906,1632,4288,8.1,10.6,7.1,71,75.6,69,1667,1442,225,1317,129,1188,-27,5,32,2957
2061,"415000","1998JJ00",4627,1362,3265,6370,1774,4610,7.9,8.7,7.5,72.6,76.8,70.8,1783,1403,380,1525,137,1388,-43,5,48,3265
2062,"415000","1999JJ00",5105,1545,3560,6792,1974,4826,6.6,11.3,4.7,75.2,78.3,73.8,1945,1514,431,1666,149,1517,-51,7,58,3560
2063,"415000","2000JJ00",5587,1781,3806,7121,2207,4914,4.8,11.8,1.8,78.5,80.7,77.5,2132,1624,508,1725,164,1561,-51,9,60,3806
2064,"415000","2001JJ00",6126,1955,4171,7460,2332,5127,4.8,5.7,4.3,82.1,83.8,81.4,2307,1787,520,1920,176,1744,-56,10,66,4171
2065,"415000","2002JJ00",6333,2028,4305,7363,2339,5021,-1.3,0.3,-2.1,86,86.7,85.7,2295,1788,507,2068,189,1879,-58,9,67,4305
2066,"415000","2003JJ00",6565,2061,4504,7425,2338,5085,0.9,0,1.3,88.4,88.1,88.6,2410,1881,529,2144,196,1948,-50,10,60,4504
2067,"415000","2004JJ00",6749,2130,4619,7527,2393,5133,1.4,2.3,0.9,89.7,89,90,2472,1924,548,2208,202,2006,-61,10,71,4619
2068,"415000","2005JJ00",6819,2210,4609,7592,2409,5180,0.9,0.7,0.9,89.8,91.7,89,2457,1935,522,2202,208,1994,-50,13,63,4609
2069,"415000","2006JJ00",7210,2360,4850,7973,2535,5436,5,5.2,4.9,90.4,93.1,89.2,2576,2043,533,2324,213,2111,-50,14,64,4850
2070,"415000","2007JJ00",7629,2497,5132,8205,2607,5596,2.9,2.8,2.9,93,95.8,91.7,2759,2184,575,2420,220,2200,-47,14,61,5132
2071,"415000","2008JJ00",8140,2640,5500,8491,2680,5810,3.5,2.8,3.8,95.9,98.5,94.7,2960,2322,638,2583,229,2354,-43,14,57,5500
2072,"415000","2009JJ00",8317,2586,5731,8430,2624,5806,-0.7,-2.1,-0.1,98.7,98.6,98.7,3016,2392,624,2765,237,2528,-50,15,65,5731
2073,"415000","2010JJ00",8255,2557,5698,8255,2557,5698,-2.1,-2.6,-1.9,100,100,100,3082,2424,658,2664,239,2425,-48,15,63,5698
2074,"415000","2011JJ00",8774,2765,6009,8626,2710,5916,4.5,6,3.8,101.7,102,101.6,3170,2488,682,2875,234,2641,-36,16,52,6009
2075,"415000","2012JJ00",8875,2790,6085,8585,2694,5890,-0.5,-0.6,-0.4,103.4,103.6,103.3,3272,2546,726,2843,236,2607,-30,12,42,6085
2076,"415000","2013JJ00",9251,2811,6440,8788,2693,6095,2.4,0,3.5,105.3,104.4,105.7,3348,2595,753,3114,237,2877,-22,12,34,6440
2077,"415000","2014JJ00",9343,2875,6468,8772,2747,6026,-0.2,2,-1.1,106.5,104.7,107.3,3374,2596,778,3104,234,2870,-10,13,23,6468
2078,"415000","2015JJ00",9769,2993,6776,8988,2839,6150,2.5,3.3,2.1,108.7,105.4,110.2,3442,2670,772,3345,NA,NA,-11,11,22,6776
2079,"415900","1995JJ00",1615,856,759,2189,1068,1131,NA,NA,NA,73.8,80.1,67.1,503,442,61,260,91,169,-4,12,16,759
2080,"415900","1996JJ00",1881,980,901,2520,1214,1320,15.1,13.7,16.7,74.6,80.7,68.2,539,478,61,368,91,277,-6,10,16,901
2081,"415900","1997JJ00",1965,1142,823,2588,1408,1166,2.7,15.9,-11.7,75.9,81.1,70.6,557,495,62,277,93,184,-11,10,21,823
2082,"415900","1998JJ00",2197,1268,929,2815,1537,1261,8.8,9.2,8.1,78.1,82.5,73.7,619,510,109,342,100,242,-32,10,42,929
2083,"415900","1999JJ00",2425,1386,1039,3032,1639,1378,7.7,6.6,9.3,80,84.6,75.4,678,560,118,395,109,286,-34,9,43,1039
2084,"415900","2000JJ00",2737,1566,1171,3363,1803,1544,10.9,10,12,81.4,86.8,75.9,764,624,140,435,123,312,-28,10,38,1171
2085,"415900","2001JJ00",3127,1679,1448,3654,1882,1767,8.7,4.3,14.4,85.6,89.2,82,777,645,132,697,140,557,-26,9,35,1448
2086,"415900","2002JJ00",3063,1610,1453,3476,1767,1706,-4.9,-6.1,-3.5,88.1,91.1,85.2,827,682,145,655,159,496,-29,9,38,1453
2087,"415900","2003JJ00",2845,1485,1360,3149,1600,1546,-9.4,-9.4,-9.4,90.3,92.8,88,827,671,156,569,170,399,-36,8,44,1360
2088,"415900","2004JJ00",3058,1590,1468,3338,1701,1633,6,6.3,5.7,91.6,93.5,89.9,871,711,160,638,177,461,-41,7,48,1468
2089,"415900","2005JJ00",3138,1621,1517,3400,1717,1680,1.9,0.9,2.9,92.3,94.4,90.3,881,730,151,675,182,493,-39,8,47,1517
2090,"415900","2006JJ00",3298,1679,1619,3535,1759,1774,4,2.5,5.6,93.3,95.4,91.2,919,768,151,731,187,544,-31,11,42,1619
2091,"415900","2007JJ00",3517,1790,1727,3702,1830,1871,4.7,4.1,5.4,95,97.8,92.3,995,830,165,769,194,575,-37,10,47,1727
2092,"415900","2008JJ00",3787,1913,1874,3878,1915,1962,4.7,4.6,4.9,97.6,99.9,95.5,1069,888,181,842,200,642,-37,19,56,1874
2093,"415900","2009JJ00",3724,1815,1909,3750,1828,1922,-3.3,-4.5,-2,99.3,99.3,99.3,1062,891,171,888,208,680,-41,25,66,1909
2094,"415900","2010JJ00",3727,1811,1916,3727,1811,1916,-0.6,-0.9,-0.3,100,100,100,1106,921,185,850,216,634,-40,25,65,1916
2095,"415900","2011JJ00",3597,1750,1847,3545,1711,1834,-4.9,-5.5,-4.3,101.5,102.3,100.7,1103,918,185,777,217,560,-33,26,59,1847
2096,"415900","2012JJ00",3633,1817,1816,3547,1768,1778,0.1,3.3,-3,102.4,102.8,102.1,1135,938,197,697,222,475,-16,27,43,1816
2097,"415900","2013JJ00",3946,1994,1952,3844,1927,1915,8.4,9,7.7,102.7,103.5,101.9,1208,997,211,771,227,544,-27,14,41,1952
2098,"415900","2014JJ00",4171,2014,2157,4028,1949,2079,4.8,1.1,8.6,103.6,103.4,103.7,1264,1034,230,907,232,675,-14,13,27,2157
2099,"415900","2015JJ00",4387,2118,2269,4228,2039,2188,5,4.7,5.2,103.8,103.9,103.7,1368,1127,241,926,NA,NA,-25,11,36,2269
2100,"300012","1995JJ00",83677,26318,57359,125950,35448,91271,NA,NA,NA,66.4,74.2,62.8,43631,35705,7926,13435,11366,2069,293,458,165,57359
2101,"300012","1996JJ00",85619,27492,58127,127240,36462,91437,1,2.9,0.2,67.3,75.4,63.6,44535,36194,8341,13383,11751,1632,209,480,271,58127
2102,"300012","1997JJ00",89146,28389,60757,130065,37306,93426,2.2,2.3,2.2,68.5,76.1,65,46224,37885,8339,14377,12153,2224,156,524,368,60757
2103,"300012","1998JJ00",94052,30316,63736,134131,39527,95113,3.1,6,1.8,70.1,76.7,67,49089,38463,10626,14546,12561,1985,101,570,469,63736
2104,"300012","1999JJ00",99724,32455,67269,137780,41454,96726,2.7,4.9,1.7,72.4,78.3,69.5,51990,40840,11150,15234,13267,1967,45,631,586,67269
2105,"300012","2000JJ00",107160,35491,71669,141660,43622,98323,2.8,5.2,1.7,75.6,81.4,72.9,55233,43350,11883,16421,14203,2218,15,661,646,71669
2106,"300012","2001JJ00",117461,39386,78075,148241,46961,101426,4.6,7.7,3.2,79.2,83.9,77,60064,47098,12966,18075,15135,2940,-64,685,749,78075
2107,"300012","2002JJ00",128767,42765,86002,154254,49267,105103,4.1,4.9,3.6,83.5,86.8,81.8,65531,51095,14436,20536,16047,4489,-65,742,807,86002
2108,"300012","2003JJ00",137477,45844,91633,159311,51401,107997,3.3,4.3,2.8,86.3,89.2,84.8,70367,54505,15862,21304,16919,4385,-38,789,827,91633
2109,"300012","2004JJ00",140753,46262,94491,160166,51373,108897,0.5,-0.1,0.8,87.9,90.1,86.8,72535,55141,17394,22267,17635,4632,-311,822,1133,94491
2110,"300012","2005JJ00",145569,48144,97425,162683,52575,110199,1.6,2.3,1.2,89.5,91.6,88.4,74291,56216,18075,23191,18392,4799,-57,859,916,97425
2111,"300012","2006JJ00",152332,51054,101278,167317,55387,111976,2.8,5.3,1.6,91,92.2,90.4,76716,58682,18034,24650,19278,5372,-88,882,970,101278
2112,"300012","2007JJ00",159629,54057,105572,171188,57889,113324,2.3,4.5,1.2,93.2,93.4,93.2,80384,61565,18819,25879,20293,5586,-691,903,1594,105572
2113,"300012","2008JJ00",171277,58813,112464,177482,60752,116753,3.7,4.9,3,96.5,96.8,96.3,85287,64896,20391,28060,21333,6727,-883,966,1849,112464
2114,"300012","2009JJ00",182343,62626,119717,184742,63950,120812,4.1,5.3,3.5,98.7,97.9,99.1,89982,68841,21141,31017,22079,8938,-1282,979,2261,119717
2115,"300012","2010JJ00",186579,62833,123746,186579,62833,123746,1,-1.7,2.4,100,100,100,92952,71619,21333,32153,23001,9152,-1359,1005,2364,123746
2116,"300012","2011JJ00",188101,62411,125690,187204,60900,126304,0.3,-3.1,2.1,100.5,102.5,99.5,94469,72566,21903,32291,23615,8676,-1070,1038,2108,125690
2117,"300012","2012JJ00",192373,63789,128584,185736,59782,125973,-0.8,-1.8,-0.3,103.6,106.7,102.1,96321,73360,22961,33268,24219,9049,-1005,924,1929,128584
2118,"300012","2013JJ00",193888,63446,130442,186233,59853,126403,0.3,0.1,0.3,104.1,106,103.2,97512,74059,23453,33766,24828,8938,-836,1018,1854,130442
2119,"300012","2014JJ00",195770,64317,131453,186967,60328,126655,0.4,0.8,0.2,104.7,106.6,103.8,98044,74012,24032,34082,25162,8920,-673,1069,1742,131453
2120,"300012","2015JJ00",195183,62884,132299,187458,60825,126641,0.3,0.8,0,104.1,103.4,104.5,98557,75544,23013,34758,25408,9350,-1016,1001,2017,132299
2121,"417400","1995JJ00",36397,13305,23092,50543,18486,32051,NA,NA,NA,72,72,72,16319,12514,3805,6555,6555,0,218,223,5,23092
2122,"417400","1996JJ00",36687,13595,23092,50521,18553,31962,0,0.4,-0.3,72.6,73.3,72.2,16153,12411,3742,6740,6740,0,199,233,34,23092
2123,"417400","1997JJ00",37756,13857,23899,51408,18802,32600,1.8,1.3,2,73.4,73.7,73.3,16766,13026,3740,6947,6947,0,186,240,54,23899
2124,"417400","1998JJ00",39436,14726,24710,53060,19759,33293,3.2,5.1,2.1,74.3,74.5,74.2,17400,13069,4331,7124,7124,0,186,262,76,24710
2125,"417400","1999JJ00",42080,15846,26234,55352,20802,34542,4.3,5.3,3.8,76,76.2,75.9,18489,13928,4561,7552,7552,0,193,290,97,26234
2126,"417400","2000JJ00",45651,17548,28103,57811,22156,35644,4.4,6.5,3.2,79,79.2,78.8,19817,14879,4938,8084,8084,0,202,310,108,28103
2127,"417400","2001JJ00",50207,19916,30291,61413,24439,36959,6.2,10.3,3.7,81.8,81.5,82,21525,16179,5346,8589,8589,0,177,310,133,30291
2128,"417400","2002JJ00",54315,21845,32470,64113,25814,38286,4.4,5.6,3.6,84.7,84.6,84.8,23212,17454,5758,9093,9093,0,165,320,155,32470
2129,"417400","2003JJ00",58081,23633,34448,66566,27109,39444,3.8,5,3,87.3,87.2,87.3,24649,18517,6132,9626,9626,0,173,332,159,34448
2130,"417400","2004JJ00",58488,23399,35089,65711,26469,39228,-1.3,-2.4,-0.5,89,88.4,89.4,25015,18201,6814,9991,9991,0,83,341,258,35089
2131,"417400","2005JJ00",60161,24349,35812,66386,27016,39359,1,2.1,0.3,90.6,90.1,91,25265,18277,6988,10377,10377,0,170,325,155,35812
2132,"417400","2006JJ00",62817,26184,36633,68753,28995,39756,3.6,7.3,1,91.4,90.3,92.1,25581,18979,6602,10864,10864,0,188,333,145,36633
2133,"417400","2007JJ00",65869,27504,38365,70625,30080,40549,2.7,3.7,2,93.3,91.4,94.6,26688,19564,7124,11467,11467,0,210,340,130,38365
2134,"417400","2008JJ00",70264,29972,40292,72561,31426,41157,2.7,4.5,1.5,96.8,95.4,97.9,27955,20179,7776,12099,12099,0,238,369,131,40292
2135,"417400","2009JJ00",74738,32535,42203,75592,33470,42163,4.2,6.5,2.4,98.9,97.2,100.1,29597,21482,8115,12405,12405,0,201,360,159,42203
2136,"417400","2010JJ00",75319,31915,43404,75319,31915,43404,-0.4,-4.6,2.9,100,100,100,30264,22640,7624,12907,12907,0,233,368,135,43404
2137,"417400","2011JJ00",74463,31030,43433,73192,30119,43073,-2.8,-5.6,-0.8,101.7,103,100.8,29944,22265,7679,13237,13237,0,252,383,131,43433
2138,"417400","2012JJ00",75153,30998,44155,71096,28085,43037,-2.9,-6.8,-0.1,105.7,110.4,102.6,30349,22298,8051,13557,13557,0,249,352,103,44155
2139,"417400","2013JJ00",74967,30119,44848,71496,28062,43473,0.6,-0.1,1,104.9,107.3,103.2,30581,22323,8258,13862,13862,0,405,429,24,44848
2140,"417400","2014JJ00",75837,30932,44905,71721,28428,43321,0.3,1.3,-0.4,105.7,108.8,103.7,30461,22196,8265,13997,13997,0,447,459,12,44905
2141,"417400","2015JJ00",73669,28855,44814,71672,28559,43135,-0.1,0.5,-0.4,102.8,101,103.9,30390,22547,7843,14050,NA,NA,374,390,16,44814
2142,"417500","1995JJ00",36397,13305,23092,50543,18486,32051,NA,NA,NA,72,72,72,16319,12514,3805,6555,6555,0,218,223,5,23092
2143,"417500","1996JJ00",36687,13595,23092,50521,18553,31962,0,0.4,-0.3,72.6,73.3,72.2,16153,12411,3742,6740,6740,0,199,233,34,23092
2144,"417500","1997JJ00",37756,13857,23899,51408,18802,32600,1.8,1.3,2,73.4,73.7,73.3,16766,13026,3740,6947,6947,0,186,240,54,23899
2145,"417500","1998JJ00",39436,14726,24710,53060,19759,33293,3.2,5.1,2.1,74.3,74.5,74.2,17400,13069,4331,7124,7124,0,186,262,76,24710
2146,"417500","1999JJ00",42080,15846,26234,55352,20802,34542,4.3,5.3,3.8,76,76.2,75.9,18489,13928,4561,7552,7552,0,193,290,97,26234
2147,"417500","2000JJ00",45651,17548,28103,57811,22156,35644,4.4,6.5,3.2,79,79.2,78.8,19817,14879,4938,8084,8084,0,202,310,108,28103
2148,"417500","2001JJ00",50207,19916,30291,61413,24439,36959,6.2,10.3,3.7,81.8,81.5,82,21525,16179,5346,8589,8589,0,177,310,133,30291
2149,"417500","2002JJ00",54315,21845,32470,64113,25814,38286,4.4,5.6,3.6,84.7,84.6,84.8,23212,17454,5758,9093,9093,0,165,320,155,32470
2150,"417500","2003JJ00",58081,23633,34448,66566,27109,39444,3.8,5,3,87.3,87.2,87.3,24649,18517,6132,9626,9626,0,173,332,159,34448
2151,"417500","2004JJ00",58488,23399,35089,65711,26469,39228,-1.3,-2.4,-0.5,89,88.4,89.4,25015,18201,6814,9991,9991,0,83,341,258,35089
2152,"417500","2005JJ00",60161,24349,35812,66386,27016,39359,1,2.1,0.3,90.6,90.1,91,25265,18277,6988,10377,10377,0,170,325,155,35812
2153,"417500","2006JJ00",62817,26184,36633,68753,28995,39756,3.6,7.3,1,91.4,90.3,92.1,25581,18979,6602,10864,10864,0,188,333,145,36633
2154,"417500","2007JJ00",65869,27504,38365,70625,30080,40549,2.7,3.7,2,93.3,91.4,94.6,26688,19564,7124,11467,11467,0,210,340,130,38365
2155,"417500","2008JJ00",70264,29972,40292,72561,31426,41157,2.7,4.5,1.5,96.8,95.4,97.9,27955,20179,7776,12099,12099,0,238,369,131,40292
2156,"417500","2009JJ00",74738,32535,42203,75592,33470,42163,4.2,6.5,2.4,98.9,97.2,100.1,29597,21482,8115,12405,12405,0,201,360,159,42203
2157,"417500","2010JJ00",75319,31915,43404,75319,31915,43404,-0.4,-4.6,2.9,100,100,100,30264,22640,7624,12907,12907,0,233,368,135,43404
2158,"417500","2011JJ00",74463,31030,43433,73192,30119,43073,-2.8,-5.6,-0.8,101.7,103,100.8,29944,22265,7679,13237,13237,0,252,383,131,43433
2159,"417500","2012JJ00",75153,30998,44155,71096,28085,43037,-2.9,-6.8,-0.1,105.7,110.4,102.6,30349,22298,8051,13557,13557,0,249,352,103,44155
2160,"417500","2013JJ00",74967,30119,44848,71496,28062,43473,0.6,-0.1,1,104.9,107.3,103.2,30581,22323,8258,13862,13862,0,405,429,24,44848
2161,"417500","2014JJ00",75837,30932,44905,71721,28428,43321,0.3,1.3,-0.4,105.7,108.8,103.7,30461,22196,8265,13997,13997,0,447,459,12,44905
2162,"417500","2015JJ00",73669,28855,44814,71672,28559,43135,-0.1,0.5,-0.4,102.8,101,103.9,30390,22547,7843,14050,NA,NA,374,390,16,44814
2163,"419000","1995JJ00",18683,3551,15132,31679,4869,27095,NA,NA,NA,59,72.9,55.8,11699,9552,2147,3327,2983,344,106,114,8,15132
2164,"419000","1996JJ00",19278,3694,15584,31879,4993,27146,0.6,2.5,0.2,60.5,74,57.4,12024,9644,2380,3474,3084,390,86,115,29,15584
2165,"419000","1997JJ00",20123,3897,16226,32667,5201,27708,2.5,4.2,2.1,61.6,74.9,58.6,12479,10242,2237,3668,3196,472,79,121,42,16226
2166,"419000","1998JJ00",21281,4182,17099,33307,5546,27939,2,6.6,0.8,63.9,75.4,61.2,13183,10406,2777,3848,3330,518,68,126,58,17099
2167,"419000","1999JJ00",22222,4322,17900,33719,5617,28282,1.2,1.3,1.2,65.9,77,63.3,13820,10993,2827,4018,3486,532,62,133,71,17900
2168,"419000","2000JJ00",23186,4478,18708,33775,5584,28380,0.2,-0.6,0.3,68.6,80.2,65.9,14420,11502,2918,4238,3717,521,50,132,82,18708
2169,"419000","2001JJ00",24640,4719,19921,34481,5751,28912,2.1,3,1.9,71.5,82.1,68.9,15231,12054,3177,4674,3971,703,16,123,107,19921
2170,"419000","2002JJ00",26522,5083,21439,35019,6000,29173,1.6,4.3,0.9,75.7,84.7,73.5,16365,12817,3548,5054,4226,828,20,143,123,21439
2171,"419000","2003JJ00",27877,5471,22406,35313,6283,29150,0.8,4.7,-0.1,78.9,87.1,76.9,17173,13296,3877,5204,4418,786,29,156,127,22406
2172,"419000","2004JJ00",28901,5848,23053,35518,6629,28969,0.6,5.5,-0.6,81.4,88.2,79.6,17731,13469,4262,5390,4582,808,-68,163,231,23053
2173,"419000","2005JJ00",30116,6265,23851,35785,6933,28905,0.8,4.6,-0.2,84.2,90.4,82.5,18199,13580,4619,5649,4744,905,3,179,176,23851
2174,"419000","2006JJ00",31506,6646,24860,36080,7198,28915,0.8,3.8,0,87.3,92.3,86,18959,14302,4657,5879,4944,935,22,195,173,24860
2175,"419000","2007JJ00",33190,7198,25992,36698,7608,29104,1.7,5.7,0.7,90.4,94.6,89.3,19842,15147,4695,6114,5155,959,36,207,171,25992
2176,"419000","2008JJ00",35391,7699,27692,37378,7866,29518,1.9,3.4,1.4,94.7,97.9,93.8,21301,16242,5059,6345,5329,1016,46,221,175,27692
2177,"419000","2009JJ00",36915,7921,28994,37515,8035,29481,0.4,2.1,-0.1,98.4,98.6,98.3,22407,17399,5008,6573,5524,1049,14,231,217,28994
2178,"419000","2010JJ00",37741,8170,29571,37741,8170,29571,0.6,1.7,0.3,100,100,100,22882,17643,5239,6643,5666,977,46,244,198,29571
2179,"419000","2011JJ00",37910,8061,29849,38042,7913,30129,0.8,-3.1,1.9,99.7,101.9,99.1,23020,17688,5332,6753,5730,1023,76,254,178,29849
2180,"419000","2012JJ00",37970,7999,29971,37884,7782,30105,-0.4,-1.6,-0.1,100.2,102.8,99.6,23138,17540,5598,6757,5789,968,76,226,150,29971
2181,"419000","2013JJ00",38111,8035,30076,37850,7720,30134,-0.1,-0.8,0.1,100.7,104.1,99.8,23130,17452,5678,6776,5857,919,170,219,49,30076
2182,"419000","2014JJ00",38671,8121,30550,38107,7800,30310,0.7,1,0.6,101.5,104.1,100.8,23466,17614,5852,6880,5921,959,204,232,28,30550
2183,"419000","2015JJ00",39666,8317,31349,38295,8012,30280,0.5,2.7,-0.1,103.6,103.8,103.5,24071,18383,5688,7056,NA,NA,222,243,21,31349
2184,"419100","1995JJ00",18683,3551,15132,31679,4869,27095,NA,NA,NA,59,72.9,55.8,11699,9552,2147,3327,2983,344,106,114,8,15132
2185,"419100","1996JJ00",19278,3694,15584,31879,4993,27146,0.6,2.5,0.2,60.5,74,57.4,12024,9644,2380,3474,3084,390,86,115,29,15584
2186,"419100","1997JJ00",20123,3897,16226,32667,5201,27708,2.5,4.2,2.1,61.6,74.9,58.6,12479,10242,2237,3668,3196,472,79,121,42,16226
2187,"419100","1998JJ00",21281,4182,17099,33307,5546,27939,2,6.6,0.8,63.9,75.4,61.2,13183,10406,2777,3848,3330,518,68,126,58,17099
2188,"419100","1999JJ00",22222,4322,17900,33719,5617,28282,1.2,1.3,1.2,65.9,77,63.3,13820,10993,2827,4018,3486,532,62,133,71,17900
2189,"419100","2000JJ00",23186,4478,18708,33775,5584,28380,0.2,-0.6,0.3,68.6,80.2,65.9,14420,11502,2918,4238,3717,521,50,132,82,18708
2190,"419100","2001JJ00",24640,4719,19921,34481,5751,28912,2.1,3,1.9,71.5,82.1,68.9,15231,12054,3177,4674,3971,703,16,123,107,19921
2191,"419100","2002JJ00",26522,5083,21439,35019,6000,29173,1.6,4.3,0.9,75.7,84.7,73.5,16365,12817,3548,5054,4226,828,20,143,123,21439
2192,"419100","2003JJ00",27877,5471,22406,35313,6283,29150,0.8,4.7,-0.1,78.9,87.1,76.9,17173,13296,3877,5204,4418,786,29,156,127,22406
2193,"419100","2004JJ00",28901,5848,23053,35518,6629,28969,0.6,5.5,-0.6,81.4,88.2,79.6,17731,13469,4262,5390,4582,808,-68,163,231,23053
2194,"419100","2005JJ00",30116,6265,23851,35785,6933,28905,0.8,4.6,-0.2,84.2,90.4,82.5,18199,13580,4619,5649,4744,905,3,179,176,23851
2195,"419100","2006JJ00",31506,6646,24860,36080,7198,28915,0.8,3.8,0,87.3,92.3,86,18959,14302,4657,5879,4944,935,22,195,173,24860
